eventid	winner	players	playerid	deckname	deckcost	sidebarcost
10167	False	8	258496	Abzan Megamorph	1410.66	17.05
10167	False	8	258501	Red Deck Wins	261.79	20.3
10167	False	8	258498	UR Scissors	467.58	10.64
10168	True	4	258504	Collected Chord	3591.94	189.05
10168	False	4	258507	Loam pox	2302.07	14.17
10169	True	4	258508	Grixis Control	3232.57	76.66
10169	False	4	258509	Twister Affinity	1602.21	130.9
10169	False	4	258511	Collected Chord	1638.08	122.44
10169	False	4	258510	Jund	2616.38	57.69
1017	True	8	209244	Living  Taxes	12296.42	2106.56
1017	False	8	209245	Mono U Merfolk	2749.48	143.95
1017	False	8	209246	Dredge	1567.46	69.02
1017	False	8	209249	Goblin	12391.75	79.38
1017	False	8	209247	Elspeth Loam	14644.04	383.77
1017	False	8	209248	CAB Jace	23228.84	99.91
1017	False	8	209250	Team america	28797.42	103.7
10170	True	8	258512	Animar Soul of Elements	11607.17	547.35
10170	False	8	258513	Vendilion Clique	2726.57	316.95
10170	False	8	258514	Narset Enlightened master	9766.98	394.33
10170	False	8	258518	Geist of Saint Traft	6149.19	438.5
10170	False	8	258519	Marath Will of the Wild	10141.71	560.26
10170	False	8	258517	Prime Speaker Zegana	7432.96	567.14
10170	False	8	258516	Thraximundar	11621.6	380.93
10171	True	4	258520	Captain Sisay	6107.31	700.67
10171	False	4	258521	Prossh Skyraider of Kher	9979.18	273.54
10171	False	4	258523	Captain Sisay	5989.26	531.55
10171	False	4	258522	Narset Enlightened Master	5750.24	298.15
10174	True	1	258527	Big Blue splash Blanc	7266.31	241.07
10175	True	1	258528	BUG Aggro  Midrange	26366.34	375.57
10176	True	2	258529	Elves	1166.27	78.08
10177	False	3	258532	Esper Control	2362.31	67.72
10178	True	1	258535	UW Miracles	19529.69	199.11
10179	True	2	258537	Gr Tron	1475.29	124.68
10179	False	2	258536	Twin Exarch	2443.89	91.62
10180	True	3	258539	Esper Dragons	1928.12	103.89
10180	False	3	258538	Azorius Heroic	2135.56	28.1
10181	False	5	258541	Dragonlord Ojutai	6195.0	471.79
10181	False	5	258542	Anafenza the Foremost	9886.25	1078.95
10181	False	5	258543	Radha Heir to Keld	5257.42	795.03
10181	False	5	258680	The Mimeoplasm	12235.4	794.54
10181	False	5	258544	Yisan the Wanderer Bard	3988.13	494.35
10182	True	2	258546	Stoneblade	23234.96	208.61
10182	False	2	258545	Painter	9812.69	175.27
10183	True	1	258547	BUG Aggro  Midrange	26366.34	375.57
10184	True	3	258549	UW Control	2146.1	57.25
10184	False	3	258550	Grixis Control	3120.86	127.59
10184	False	3	258548	Instant Reanimator	2078.47	180.19
10185	False	4	258553	URControl Mill	272.64	21.8
10185	False	4	258554	UR Artifacts	423.45	11.88
10185	False	4	258551	UR Artifacts	502.37	11.88
10186	True	2	258555	Snapcaster Control	83882.77	95.25
10186	False	2	258556	UG Fish	87842.57	165.4
10187	True	5	258557	UR Artifacts	502.37	11.88
10187	False	5	258558	Sultai Aggro	1822.83	20.37
10187	False	5	258559	UR Artifacts	275.38	8.68
10187	False	5	258561	Devotion toTemur	1546.65	15.26
10195	True	3	258574	Grixis Control	2968.38	83.74
10195	False	3	258573	45c Good Stuff	3541.91	40.57
10195	False	3	258572	Elves	1168.95	80.75
10196	True	6	258576	UR Artifacts	402.22	9.32
10196	False	6	258577	Azorius Heroic	2116.06	15.91
10197	True	2	258582	Stoneblade	23144.6	277.45
10197	False	2	258581	Jeskai Ascendancy	17735.05	206.55
10198	False	6	258583	Grand Arbiter Augustin IV	5635.1	1333.99
10198	False	6	258588	Isamaru Hound of Konda	3020.38	910.42
10198	False	6	258587	Numot the Devastator	8391.47	1010.55
10199	True	1	258589	Dredge	13588.8	268.55
102	True	8	107892	Thresh	28412.45	221.18
102	False	8	107893	TES	4725.26	42.12
102	False	8	107895	ATS	24875.76	242.48
102	False	8	107896	Ichorid	3107.86	503.47
102	False	8	107900	Aggro CAL	16752.88	213.33
102	False	8	107901	Dragon Stompy	3712.83	107.26
102	False	8	107897	Pikula	9041.16	146.64
102	False	8	107899	Pikula w G	18309.96	264.63
10201	True	1	258591	BUG Aggro  Midrange	25469.78	347.58
10202	True	1	258592	Storm	19576.91	204.7
10203	True	3	258594	Scapeshift	1901.51	143.25
10203	False	3	258595	Merfolk	2137.1	82.47
10203	False	3	258593	UR Storm	1409.39	215.8
10204	True	2	258597	Merfolk	2133.34	78.71
10204	False	2	258596	Red Deck Wins	2889.12	20.6
10205	True	8	258605	Abzan Midrange	1384.57	18.88
10205	False	8	258604	Red Deck Wins	222.29	9.96
10205	False	8	258598	Abzan Midrange	1497.57	22.28
10205	False	8	258599	Selesnya Aggro	1185.48	9.65
10205	False	8	258600	Abzan Midrange	1195.65	56.33
10205	False	8	258601	UR Artifacts	406.8	18.01
10205	False	8	258602	Abzan Midrange	1413.15	17.91
10206	True	5	258608	Red Deck Wins	254.09	8.97
10206	False	5	258607	Golgari Constelation	653.99	12.9
10206	False	5	258606	Naya Heroic	1346.9	14.91
10207	True	8	258618	Hunting Grounds	1255.27	153.46
10207	False	8	258616	Squirrel Oppo	2597.71	177.81
10207	False	8	258617	Red Psychatog	489.96	52.25
10207	False	8	258614	UG Madness	610.87	42.12
10207	False	8	258613	Red Psychatog	1037.11	151.85
10207	False	8	258615	Red Psychatog	1015.09	145.11
10207	False	8	258612	RG Beats	853.83	147.68
10207	False	8	258611	UG Madness	619.21	144.24
10210	True	1	258625	MUD	76672.11	139.5
10211	True	1	258626	MUD	48025.14	90.54
10212	True	1	258627	Storm	18055.67	215.84
10213	True	3	258628	Junk	1840.35	116.54
10213	False	3	258629	Zoo	2907.26	20.59
10213	False	3	258630	Affinity	1241.61	38.94
10214	False	8	258632	Golgari Constelation	1390.37	107.94
10214	False	8	258635	Abzan Midrange	1109.69	153.25
10214	False	8	258636	Rakdos Aggro	1502.28	78.26
10215	True	8	258639	Jund	336.68	7.73
10215	False	8	258641	Mythic Bant	904.82	11.45
10215	False	8	258642	Jund	330.94	13.87
10215	False	8	258640	Mythic Bant	904.82	11.45
10215	False	8	258643	Big Zoo	754.11	139.28
10215	False	8	258644	Jund	323.81	16.6
10215	False	8	258645	Jund	333.6	15.84
10215	False	8	258646	Jund	343.26	18.27
10216	True	2	258653	MUD	76650.52	177.87
10216	False	2	258654	PW Control	97645.65	116.67
10217	True	3	258656	Twin Exarch	1988.94	0
10217	False	3	258655	Grixis Control	2961.17	0
10218	True	1	258658	Stoneblade	23144.6	277.45
10219	False	5	258662	Rakdos Control	1542.58	0
10219	False	5	258661	Red Deck Wins	209.68	0
10219	False	5	258660	UR Artifacts	481.28	0
10220	True	8	258676	Azorius Heroic	2097.13	16.31
10220	False	8	258677	UR Artifacts	420.26	8.69
10220	False	8	258674	Abzan Midrange	1050.28	12.93
10220	False	8	258673	Abzan Midrange	1393.08	190.35
10220	False	8	258670	Red Deck Wins	281.18	36.81
10221	True	1	258681	Stoneblade	23144.6	277.45
10222	True	3	258682	Twin Exarch	2055.45	66.51
10222	False	3	258684	Grixis Control	3051.36	90.19
10223	True	2	258686	Twin Exarch	2619.96	62.16
10223	False	2	258685	Scapeshift	1900.48	50.38
10224	False	3	258689	Esper Control	2508.88	21.13
10225	False	5	258694	Rakdos Midrange	1588.84	46.26
10225	False	5	258691	Red Deck Wins	219.14	9.45
10225	False	5	258692	UR Artifacts	493.66	12.37
10226	True	2	258697	MUD	76650.52	177.87
10226	False	2	258696	PW Control	97645.65	116.67
10227	True	1	258698	Jeskai Ascendancy	17677.29	189.32
10229	True	1	258707	MUD	77265.09	784.68
10230	True	1	258708	MUD	77265.09	784.68
10231	True	1	258709	UW Miracles	19529.69	199.11
10232	True	4	258711	UW Miracles	19529.69	199.11
10232	False	4	258712	Stoneblade	22681.38	214.1
10232	False	4	258713	Burn	2571.2	39.38
10232	False	4	258710	Storm	19276.56	1303.41
10233	True	2	258714	Omni  Show	8651.16	235.08
10234	False	4	258718	Merfolk	1968.14	76.48
10234	False	4	258719	Scapeshift	2296.36	62.56
10235	True	2	258721	Twin Exarch	2012.59	81.47
10236	True	3	258723	Gifts	1586.56	63.75
10236	False	3	258724	Junk	1840.35	116.54
10236	False	3	258722	Naya Burn	2744.49	22.53
10237	True	6	258730	Azorius Heroic	2131.81	20.51
10237	False	6	258725	Red Deck Wins	224.08	8.24
10237	False	6	258726	Azorius Heroic	1832.21	17.46
10238	False	3	258731	Azorius Heroic	2103.43	21.58
10239	True	7	258736	Boros Deck Wins	292.63	30.81
10239	False	7	258737	Azorius Heroic	2119.94	19.77
10240	True	2	258742	Reanimator	16305.94	469.95
10240	False	2	258743	Burn	715.97	44.59
10241	True	2	258745	UW Control	1725.94	95.99
10241	False	2	258744	Scapeshift	1951.35	90.54
10242	True	2	258747	UR Artifacts	417.51	8.55
10243	True	1	258748	UR Pyromancer	85810.13	21.69
10244	True	2	258750	Grixis Pyromancer	28287.95	186.47
10244	False	2	258749	UW Miracles	16879.07	170.41
10245	True	2	258751	UW Flickerwisp	1190.73	49.1
10245	False	2	258752	Infect	1908.23	66.28
10246	True	3	258755	Azorius Heroic	1761.79	8.02
10246	False	3	258754	UR Artifacts	417.2	8.69
10247	True	8	258785	Gruul Deck Wins	1221.13	36.47
10247	False	8	258786	Gruul Deck Wins	1452.96	7.83
10247	False	8	258763	Red Deck Wins	265.25	9.96
10247	False	8	258762	Abzan Midrange	1635.34	8.22
10247	False	8	258779	Boros Heroics	487.31	8.99
10247	False	8	258757	Mardu Aggro	1372.3	64.68
10248	True	2	258795	Naya Burn	2593.97	24.88
10248	False	2	258793	UrzaTron	1209.39	95.36
10249	True	2	258801	Twin Exarch	2287.09	34.38
10249	False	2	258800	Infect	2407.26	68.13
1025	True	3	209317	Mystic Caw Go	1134.42	71.01
1025	False	3	209318	Grixis Tezzeret	1688.21	111.34
1025	False	3	209319	UB Control	1196.23	44.83
10250	True	2	258807	Affinity	1555.57	100.96
10250	False	2	258808	Merfolk	2211.64	95.27
10251	True	8	258843	Omni  Show	8902.78	367.95
10251	False	8	258842	Stoneblade	27716.34	158.76
10251	False	8	258838	Death  Taxes	1952.62	56.72
10251	False	8	258813	Lands Eternal Garden	13601.86	303.42
10251	False	8	258839	Reanimator	25079.31	110.14
10251	False	8	258840	TES	19644.03	917.4
10252	True	4	258844	Affinity	1574.22	113.28
10252	False	4	258845	Burn	2768.44	20.18
10252	False	4	258846	Affinity	1630.14	179.24
10253	True	4	258848	Death  Taxes	10334.43	256.83
10253	False	4	258849	Miracles	15076.39	242.54
10253	False	4	258850	Death  Taxes	1713.41	127.53
10253	False	4	258851	UW Miracles	11661.08	318.46
10254	True	4	258852	Grixis Twin	2879.24	72.5
10254	False	4	258853	Merfolk	2353.89	214.58
10254	False	4	258854	Burn	2127.64	37.47
10254	False	4	258855	Grixis Twin	2961.14	115.33
10255	True	8	258863	Affinity	1616.24	159.49
10255	False	8	258862	Podless Collected	2732.29	83.4
10255	False	8	258856	Affinity	1549.78	98.3
10255	False	8	258857	Evil Twin	3175.57	102.21
10255	False	8	258858	45c Good Stuff	3528.16	26.82
10255	False	8	258861	Affinity	1675.31	219.58
10255	False	8	258859	Affinity	1626.45	169.46
10255	False	8	258860	Gr Tron	1315.09	133.5
10256	True	2	258864	Dark Depths	55242.91	3480.02
10257	True	8	258869	Sen Triplets  Reanimator	12331.06	439.06
10257	False	8	258868	The Mimeoplasm	12488.06	801.75
10257	False	8	258866	Jenara Asura of War	8208.32	662.85
10257	False	8	258870	Prossh Skyraider of Kher	8115.04	634.8
10257	False	8	258871	Prossh Skyraider of Kher	10208.01	542.84
10257	False	8	258872	Animar Soul of Elements	11701.0	457.06
10257	False	8	258873	Titania Protector of Argoth	3937.87	425.89
10258	True	4	258874	Animar Soul of Elements	12016.12	971.09
10258	False	4	258875	Grand Arbiter Augustin IV	5303.02	299.03
10258	False	4	258877	Marath Will of the Wild	10139.78	573.98
10258	False	4	258876	Narset Enlightened Master	9921.04	378.05
10259	True	2	258879	Dredge	11998.2	268.55
10259	False	2	258878	MUD	77811.83	175.65
1026	True	3	209320	Dredge	1232.71	39.69
1026	False	3	209322	Aggro Black	1479.65	368.04
10260	True	2	258880	Omni  Show	9260.29	298.29
10260	False	2	258881	UW Miracles	19529.69	199.11
10261	True	2	258882	Grixis Control	2889.01	87.75
10261	False	2	258883	UWx Midrange	1516.63	32.63
10262	True	3	258887	Devotion to Blue	363.01	24.85
10263	True	8	258890	Abzan Midrange	627.13	187.1
10263	False	8	258904	Abzan Midrange	618.46	185.96
10263	False	8	258889	Abzan Midrange	618.46	185.96
10263	False	8	258899	Abzan Midrange	627.13	189.57
10263	False	8	258895	Gruul Dragons	610.9	15.79
10264	True	13	258911	Abzan Midrange	1362.97	197.8
10264	True	13	258915	Abzan Midrange	1422.31	19.58
10264	True	13	258906	Devotion to Temur	1611.07	14.79
10264	True	13	258908	Mardu Aggro	1320.23	26.2
10264	True	13	258909	Mardu Aggro	1369.38	59.41
10264	True	13	258916	Naya Midrange	1585.17	20.09
10264	True	13	258910	Rakdos Aggro	1544.62	37.3
10264	True	13	258912	Selesnya Constelation	1088.77	58.64
10264	True	13	258907	UR Artifacts	494.71	9.34
10265	True	1	258918	Scapeshift	1882.36	124.11
10266	True	1	258919	Oath Storm	92577.54	403.22
10267	False	2	258920	Stoneblade	27461.5	133.98
10268	True	2	258922	Mardu Aggro	1348.07	115.87
10268	False	2	258923	Mardu Aggro	1501.59	73.18
10269	True	4	258929	Grixis Control	3048.23	113.31
10269	False	4	258930	Twin Exarch	1727.55	57.13
10269	False	4	258931	Naya Burn	2726.14	32.94
10269	False	4	258928	Twin End	2286.28	58.17
1027	True	2	209324	MUD	79448.36	244.14
1027	False	2	209325	Jace Control	100339.6	183.56
10270	True	8	258936	Dredge	10338.42	25.48
10270	False	8	258935	Stax	54017.36	6318.8
10270	False	8	258932	Merfolks	52133.08	93.98
10270	False	8	258939	PW Control	99642.5	123.66
10270	False	8	258933	UR Control	79544.44	34.95
10271	True	8	258947	Omni  Show	8807.26	235.78
10271	False	8	258946	Monastery Miracles	19213.64	308.04
10271	False	8	258944	Elves	10308.27	93.15
10271	False	8	258945	Omni  Show	15297.09	154.47
10271	False	8	258940	Death  Taxes	6598.58	60.82
10271	False	8	258941	Lands Eternal Garden	13456.56	214.12
10271	False	8	258942	Trini Choke	12510.18	202.27
10272	True	2	258948	Nacatl Burn	2593.97	24.88
10272	False	2	258949	GwTron	1209.39	95.36
10273	True	2	258951	Aggro Loam	16298.92	200.69
10273	False	2	258950	Grixis Pyromancer	25580.07	310.9
10274	True	2	258952	Dredge	2911.74	366.73
10275	False	2	258954	Esper Control	2500.03	124.92
10280	True	2	258967	Shardless BUG	23388.37	109.12
10280	False	2	258966	Stoneblade	22855.08	277.45
10281	True	2	258968	Burn	2757.26	45.33
10282	True	3	258972	UW Control	2078.81	39.51
10282	False	3	258971	Elves	1168.95	80.75
10282	False	3	258970	Jund	2642.03	186.36
10283	True	2	258973	UW Control	1667.89	102.22
10283	False	2	258974	Martyr Life	600.2	59.1
10284	True	2	258976	UR Artifacts	417.51	8.55
10285	True	1	258977	Abzan Midrange	1439.53	184.64
10286	True	4	258981	Esper Dragons	2343.08	60.9
10286	False	4	258980	UR Artifacts	397.78	20.83
10286	False	4	258978	Abzan Midrange	1385.16	145.71
10286	False	4	258979	Gruul Deck Wins	1442.96	9.21
10287	True	1	258982	UB Control	1954.12	19.69
10288	True	8	258984	Dredge	48220.17	270.47
10288	False	8	258985	Stax	54017.36	6318.8
10288	False	8	258987	Dredge	10306.85	126.94
10288	False	8	258986	PW Control	76819.9	37.6
10288	False	8	258989	Merfolk	52066.57	144.89
10288	False	8	258990	MUD	76388.74	167.12
10288	False	8	258991	Twin Exarch	71124.79	66.37
10295	True	2	259013	Abzan Midrange	1438.72	184.46
10296	True	1	259015	Gruul Dragons	1237.6	15.79
10297	True	1	259016	Devotion to Green	1651.25	51.65
10300	True	1	259020	Red Deck Wins	257.62	11.61
10302	True	1	259022	Abzan Midrange	1079.65	123.31
10303	False	2	259023	Gruul Dragons	1240.91	10.83
10304	True	2	259026	Elves	11967.28	202.12
10304	False	2	259025	Stoneblade	22268.97	388.86
10305	True	2	259027	MUD	52243.93	4111.46
10305	False	2	259028	MUD	76869.62	177.22
10306	False	2	259029	Painter	10313.46	205.12
10307	True	1	259031	Ad Nauseam	730.67	80.73
10308	True	4	259035	Twin Exarch	1771.61	64.13
10308	False	4	259036	Grixis Control	2846.42	98.43
10308	False	4	259034	Podless Collected	2779.5	142.77
10309	True	8	259057	Jund	2644.49	105.7
10309	False	8	259058	Merfolk	2242.74	54.79
10309	False	8	259049	Infect	1487.52	45.31
10309	False	8	259050	Zoo	3363.85	95.34
10309	False	8	259047	Gr Tron	1269.25	129.82
10309	False	8	259051	Junk	2055.81	122.75
10309	False	8	259056	Podless Collected	2763.49	73.34
10310	True	7	259076	Devotion to Green	1613.54	66.22
10310	False	7	259077	Devotion to Green	1655.43	53.11
10310	False	7	259078	Abzan Midrange	1421.46	189.56
10311	False	8	259086	Jeskai Ascendancy	1898.6	25.04
10311	False	8	259087	Mardu Aggro	1346.7	41.52
10311	False	8	259093	Azorius Heroic	1198.09	68.12
10311	False	8	259089	Azorius Heroic	1355.63	52.25
10312	True	8	259106	Omni  Show	9219.71	189.08
10312	False	8	259105	Stoneblade	27696.83	158.76
10312	False	8	259111	RDW	4881.03	144.56
10312	False	8	259110	Storm	17375.32	1293.7
10312	False	8	259104	Elves	10073.12	372.41
10312	False	8	259108	Stoneblade	19386.48	244.74
10313	False	8	259130	Omni  Show	9815.84	184.14
10313	False	8	259129	Lands Eternal Garden	13503.3	204.86
10313	False	8	259128	Merfolk	3903.22	310.9
10313	False	8	259140	Twin Exarch	17581.63	165.93
10315	True	2	259146	Red Deck Wins	262.2	34.34
10315	False	2	259147	Abzan Midrange	1407.62	69.91
10316	True	8	259155	UB Control	2274.95	11.12
10316	False	8	259154	Devotion to Temur	1462.84	18.36
10316	False	8	259148	Esper Dragons	2097.42	65.61
10316	False	8	259151	Abzan Midrange	1421.5	184.43
10316	False	8	259150	Abzan Midrange	1386.01	147.09
10316	False	8	259149	Red Deck Wins	1180.38	13.03
10317	True	4	259159	Sidisi Reanimator Vizier	2991.28	199.97
10317	False	4	259156	Marath Will of the Wild	9969.37	529.08
10317	False	4	259157	Prossh Skyraider of Kher	9944.86	232.74
10318	True	1	259160	Monastery	95557.35	71.15
10319	True	2	259162	Monastery	78561.88	152.42
10319	False	2	259161	MUD	79134.61	418.75
10320	True	2	259163	UR Storm	1711.62	228.11
10320	False	2	259164	Infect	1401.47	45.31
10322	True	1	259166	Devotion to Green	1539.47	122.28
10326	True	1	259171	Abzan Midrange	1445.11	21.07
10327	True	1	259172	Gruul Dragons	1312.47	14.53
10328	True	1	259173	Abzan Midrange	1444.2	177.51
10330	True	8	259181	Red Deck Wins	283.99	40.16
10330	False	8	259182	Mardu Aggro	1313.49	158.57
10330	False	8	259176	Gruul Dragons	1277.59	34.86
10330	False	8	259183	Abzan Midrange	1532.71	37.91
10330	False	8	259178	Mardu Aggro	1310.13	158.57
10330	False	8	259179	Mardu Aggro	1310.13	158.57
10330	False	8	259180	Rakdos Aggro	1508.62	78.8
10331	True	2	259184	Shardless BUG	24254.72	198.82
10331	False	2	259185	Trini Choke	8937.76	1125.1
10333	False	2	259188	Titan Post	14902.69	2500.32
10334	True	3	259189	UWr Midrange	2215.39	111.85
10334	False	3	259190	Martyr Life	958.88	68.08
10335	True	8	259192	Tokens	1857.04	61.68
10335	False	8	259194	Merfolk	2202.82	107.2
10335	False	8	259195	Naya Burn	2325.04	17.11
10335	False	8	259198	Affinity	1714.94	195.93
10335	False	8	259199	Gr Tron	1214.66	88.5
10335	False	8	259196	Smallpox Loam	1970.91	19.36
10336	True	1	259200	Abzan Midrange	1339.28	179.46
10337	True	1	259201	Devotion to Green	1574.6	124.7
10339	True	1	259204	Abzan Midrange	1156.14	0
10340	False	2	259206	Abzan Midrange	1429.48	25.35
10341	True	8	259235	Oath of Druids	44809.41	83.57
10341	False	8	259236	PW Control	50055.1	58.89
10341	False	8	259237	Dredge	5156.47	43.84
10341	False	8	259238	MUD	38256.66	74.34
10341	False	8	259217	Monastery	47302.52	256.45
10341	False	8	259208	MUD	38388.48	191.36
10341	False	8	259209	PW Control	49787.89	74.1
10342	True	8	259245	Abzan Midrange	1425.81	180.35
10342	False	8	259243	Gruul Dragons	1229.07	14.82
10342	False	8	259246	UB Pact Control	2174.3	97.25
10342	False	8	259239	Abzan Midrange	1395.0	140.44
10342	False	8	259240	Abzan Midrange	1385.61	183.6
10342	False	8	259241	Abzan Midrange	1441.76	185.3
10342	False	8	259242	Abzan Midrange	1252.5	185.01
10343	True	1	259247	RDW	249.16	54.24
10344	True	1	259248	RDW	249.16	54.24
